"","x"
"1365","NTN4"
"1366","NTN5"
"1367","B4GALNT4"
"1368","B4GALNT1"
"1369","RPL23A"
"1370","B4GALNT3"
"1371","NDE1"
"1372","NUDC"
"1373","NUMBL"
"1374","NRP1"
"1375","C12orf66"
"1376","SPHKAP"
"1377","GSTA4"
"1378","GSTA1"
"1379","DYNLT1"
"1380","DYNLT3"
"1381","STRAP"
"1382","RNF208"
"1383","RNF207"
"1384","STRA6"
"1385","SIGLEC16"
"1386","SIGLEC14"
"1387","SIGLEC15"
"1388","SIGLEC12"
"1389","SIGLEC10"
"1390","SIGLEC11"
"1391","KIFC2"
"1392","KIFC1"
"1393","SYNPO2"
"1394","DMRT3"
"1395","PROS1"
"1396","NCKAP5L"
"1397","PSMA5"
"1398","PLA2G12A"
"1399","IQCA1"
"1400","TNKS2"
"1401","EPOR"
"1402","EPOP"
"1403","SNORA8"
"1404","HS6ST1"
"1405","HS6ST2"
"1406","HS6ST3"
"1407","LOC143666"
"1408","LOC440461"
"1409","TCERG1"
"1410","CNBP"
"1411","LOC391322"
"1412","INTS13"
"1413","INTS11"
"1414","INTS10"
"1415","INTS14"
"1416","TXN2"
"1417","AGAP1"
"1418","AGAP2"
"1419","AGAP3"
"1420","AGAP6"
"1421","RANBP6"
"1422","GDPD2"
"1423","GDPD3"
"1424","SLC23A3"
"1425","GDPD1"
"1426","GDPD5"
"1427","OSGEPL1"
"1428","PON2"
"1429","GBAP1"
"1430","C6orf106"
"1431","YWHAQ"
"1432","YWHAH"
"1433","YWHAB"
"1434","FCRL1"
"1435","FCRL2"
"1436","FCRL3"
"1437","FCRL6"
"1438","YWHAE"
"1439","FCRLA"
"1440","FCRLB"
"1441","HTR1D"
"1442","MIR22HG"
"1443","SLC20A2"
"1444","CHST10"
"1445","CHST13"
"1446","SLC20A1"
"1447","CHST15"
"1448","CHST14"
"1449","ROCK1"
"1450","LRRC4"
"1451","WNK3"
"1452","LRRC6"
"1453","LRRC1"
"1454","LRRC2"
"1455","LRRC3"
"1456","HAND2-AS1"
"1457","RFNG"
"1458","MORN5"
"1459","MORN4"
"1460","PLD6"
"1461","MORN1"
"1462","PLD1"
"1463","MORN2"
"1464","ST20"
"1465","CCDC88C"
"1466","DOCK9"
"1467","SCO1"
"1468","RRP8"
"1469","GRIA3"
"1470","DOCK1"
"1471","ZNF75D"
"1472","DOCK7"
"1473","GRIA4"
"1474","DOCK5"
"1475","ACSBG1"
"1476","ACSBG2"
"1477","TNFRSF12A"
"1478","SCNN1B"
"1479","SCNN1A"
"1480","FAM98C"
"1481","FAM98B"
"1482","FAM98A"
"1483","SCUBE2"
"1484","SCUBE3"
"1485","SCUBE1"
"1486","RPSAP52"
"1487","RPSAP58"
"1488","SMIM12"
"1489","RPP38"
"1490","SMIM15"
"1491","SMIM14"
"1492","SMIM19"
"1493","HACE1"
"1494","NT5DC2"
"1495","NT5DC3"
"1496","NT5DC1"
"1497","RUSC1"
"1498","PPIH"
"1499","PPIG"
"1500","PPIE"
"1501","PPID"
"1502","PPIC"
"1503","PPIB"
"1504","PPIA"
"1505","FGF1"
"1506","DCPS"
"1507","PTHLH"
"1508","THEMIS2"
"1509","LLPH"
"1510","DCP2"
"1511","SLC6A20"
"1512","NAA50"
"1513","CFDP1"
"1514","NOP56"
"1515","FAM193A"
"1516","TPPP3"
"1517","PDE7B"
"1518","PIP"
"1519","NRADDP"
"1520","ANKRD52"
"1521","ANKRD53"
"1522","ANKRD50"
"1523","ZNF837"
"1524","ANKRD54"
"1525","ANKRD55"
"1526","KBTBD6"
"1527","KBTBD4"
"1528","KBTBD3"
"1529","KBTBD2"
"1530","AMN"
"1531","KBTBD8"
"1532","AMT"
"1533","RASL11B"
"1534","RASL11A"
"1535","BICRA"
"1536","FAM91A1"
"1537","RBM26"
"1538","RBM27"
"1539","RBM24"
"1540","RBM25"
"1541","RBM22"
"1542","RBM23"
"1543","RBM20"
"1544","RBM28"
"1545","EPHA7"
"1546","EPHA6"
"1547","EPHA5"
"1548","EPHA3"
"1549","EPHA2"
"1550","EPHA1"
"1551","LSMEM1"
"1552","LSMEM2"
"1553","ZGLP1"
"1554","COL9A2"
"1555","COL9A3"
"1556","FAM225A"
"1557","LIMD2"
"1558","GLB1L2"
"1559","GLB1L3"
"1560","ARL9"
"1561","ARL1"
"1562","ARL3"
"1563","ARL2"
"1564","ARL6"
"1565","DHFR2"
"1566","RRM2"
"1567","ZC3H12A"
"1568","ZC3H12B"
"1569","ZC3H12D"
"1570","TSR1"
"1571","TSR3"
"1572","SBDSP1"
"1573","TH"
"1574","TF"
"1575","MLXIPL"
"1576","TXNL1"
"1577","TAPBPL"
"1578","SRSF11"
"1579","SRSF12"
"1580","IL2RB"
"1581","SULT1E1"
"1582","ZFYVE26"
"1583","PIDD1"
"1584","BBOX1"
"1585","RWDD2A"
"1586","RWDD2B"
"1587","LINC00526"
"1588","ARL13B"
"1589","TICRR"
"1590","UBALD1"
"1591","GFM1"
"1592","GFM2"
"1593","RIPPLY3"
"1594","C16orf54"
"1595","SLC4A4"
"1596","DCTN3"
"1597","DCTN1"
"1598","SLC4A8"
"1599","DCTN4"
"1600","DCTN5"
"1601","ITCH"
"1602","KNTC1"
"1603","BROX"
"1604","PLCL2"
"1605","PLCL1"
"1606","MXRA5"
"1607","MXRA8"
"1608","KLRD1"
"1609","TRAK2"
"1610","IGSF1"
"1611","IGSF3"
"1612","MOB1A"
"1613","MOB1B"
"1614","ITGB1"
"1615","ITGB3"
"1616","ITGB2"
"1617","ITGB5"
"1618","ITGB8"
"1619","SLC37A1"
"1620","EHD2"
"1621","CFAP69"
"1622","RAN"
"1623","CFAP61"
"1624","CFAP65"
"1625","SHMT2"
"1626","FGG"
"1627","EXT2"
"1628","EXT1"
"1629","LY96"
"1630","ALDH5A1"
"1631","SPTY2D1"
"1632","TCTA"
"1633","TEFM"
"1634","CASD1"
"1635","APOBEC2"
"1636","CEL"
"1637","TMED7"
"1638","TMED5"
"1639","TMED4"
"1640","UHRF1BP1L"
"1641","BFSP1"
"1642","RNASEH2A"
"1643","RNASEH2B"
"1644","MAOB"
"1645","NEIL1"
"1646","NEIL3"
"1647","NEIL2"
"1648","HNRNPR"
"1649","CLYBL"
"1650","AHI1"
"1651","MMP25"
"1652","MESP1"
"1653","MESP2"
"1654","SNCAIP"
"1655","OLMALINC"
"1656","C1QBP"
"1657","HNRNPK"
"1658","HNRNPL"
"1659","LOC388692"
"1660","RCE1"
"1661","UVSSA"
"1662","SCN9A"
"1663","VSTM5"
"1664","VSTM4"
"1665","PATJ"
"1666","RAD54B"
"1667","RAD54L"
"1668","ABCB7"
"1669","ABCB6"
"1670","ABCB5"
"1671","ABCB4"
"1672","ABCB9"
"1673","ABCB8"
"1674","GOLGB1"
"1675","SLF2"
"1676","SLF1"
"1677","DNLZ"
"1678","PMAIP1"
"1679","SNRNP200"
"1680","GADD45A"
"1681","GADD45B"
"1682","GADD45G"
"1683","ZYG11A"
"1684","SPEF1"
"1685","SPEF2"
"1686","ZNF273"
"1687","ZNF277"
"1688","ZNF276"
"1689","ZNF275"
"1690","ZNF274"
"1691","ITGA11"
"1692","CTXN1"
"1693","CCKBR"
"1694","MAML2"
"1695","MAML3"
"1696","MAML1"
"1697","B3GNT4"
"1698","HERC1"
"1699","HERC3"
"1700","HERC5"
"1701","C17orf58"
"1702","PRR34"
"1703","LCLAT1"
"1704","MKNK1"
"1705","LOC151174"
"1706","BEAN1"
"1707","AAR2"
"1708","LRP2"
"1709","LRP3"
"1710","LRP1"
"1711","LRP6"
"1712","LRP5"
"1713","HLA-DOB"
"1714","STIM1"
"1715","STIM2"
"1716","ANTXR1"
"1717","ANTXR2"
"1718","MAP2"
"1719","MAP6"
"1720","MAP7"
"1721","MAP4"
"1722","TEAD2"
"1723","TEAD1"
"1724","MAP9"
"1725","PTPN22"
"1726","PTPN23"
"1727","FAM180B"
"1728","PLEKHF2"
"1729","CHIT1"
"1730","SERPINI1"
"1731","EPHA10"
"1732","YY1AP1"
"1733","TOM1L2"
"1734","MAPT"
"1735","SGK494"
"1736","C14orf28"
"1737","MSR1"
"1738","LOC401052"
"1739","AVIL"
"1740","ANKMY1"
"1741","ANKMY2"
"1742","MYCBP2"
"1743","TUBG1"
"1744","SYT9"
"1745","HK3"
"1746","HK1"
"1747","LAX1"
"1748","TBX3"
"1749","MSRA"
"1750","SUPT4H1"
"1751","TBX1"
"1752","SYT3"
"1753","MAPKAPK3"
"1754","MAPKAPK2"
"1755","ZNF815P"
"1756","PDHX"
"1757","SAMD5"
"1758","SAMD1"
"1759","PDHB"
"1760","SAMD8"
"1761","SAMD9"
"1762","TMEM38A"
"1763","ZNF530"
"1764","LRRC14"
"1765","LRRC15"
"1766","FAM111B"
"1767","FAM111A"
"1768","EXOC3-AS1"
"1769","FAHD2B"
"1770","FAHD2A"
"1771","DROSHA"
"1772","CCDC107"
"1773","CHRNA5"
"1774","CHRNA6"
"1775","CHRNA7"
"1776","CHRNA1"
"1777","CHRNA3"
"1778","CHRNA9"
"1779","AARS"
"1780","XBP1"
"1781","PEF1"
"1782","AP5Z1"
"1783","AARD"
"1784","CWH43"
"1785","LINC00310"
"1786","LINC00312"
"1787","FGFR1OP2"
"1788","LAPTM5"
"1789","ARFRP1"
"1790","KDM2A"
"1791","KDM2B"
"1792","SIRPG"
"1793","PPHLN1"
"1794","SIRPA"
"1795","TRAPPC9"
"1796","TRAPPC8"
"1797","TRAPPC1"
"1798","TRAPPC3"
"1799","TRAPPC2"
"1800","TRAPPC5"
"1801","TRAPPC4"
"1802","PRPH"
"1803","ATL1"
"1804","MTCP1"
"1805","PSMG4"
"1806","PSMG1"
"1807","PSMG2"
"1808","PSMG3"
"1809","RRN3P2"
"1810","RRN3P1"
"1811","C9orf116"
"1812","FOXM1"
"1813","GDAP2"
"1814","GDAP1"
"1815","FAHD1"
"1816","TUG1"
"1817","ILDR2"
"1818","ILDR1"
"1819","GLTP"
"1820","SUGT1P3"
"1821","NADSYN1"
"1822","UBTF"
"1823","CDCA2"
"1824","CDCA3"
"1825","CDCA7"
"1826","CDCA4"
"1827","CDCA5"
"1828","CDCA8"
"1829","CRB1"
"1830","RSF1"
"1831","CRB2"
"1832","FAS"
"1833","FAP"
"1834","SPRED1"
"1835","SPRED2"
"1836","SPRED3"
"1837","LOC100272217"
"1838","ASTL"
"1839","RELN"
"1840","RELB"
"1841","RELA"
"1842","HDGF"
"1843","CRISPLD2"
"1844","FAM69C"
"1845","FAM69B"
"1846","FAM69A"
"1847","KLK3"
"1848","KLK5"
"1849","KLK6"
"1850","KLK7"
"1851","KLK8"
"1852","ZNF843"
"1853","RHBDL3"
"1854","ZNF846"
"1855","RHBDL1"
"1856","COPS8"
"1857","COPS9"
"1858","COPS2"
"1859","COPS3"
"1860","COPS6"
"1861","COPS4"
"1862","COPS5"
"1863","ZNF592"
"1864","ZNF593"
"1865","MDGA1"
"1866","ZNF595"
"1867","ZNF598"
"1868","ZNF599"
"1869","RCC1L"
"1870","ZFR2"
"1871","FAM135A"
"1872","FAM135B"
"1873","IGF2"
"1874","IGF1"
"1875","CYP27A1"
"1876","FBXL20"
"1877","SSB"
"1878","ZNF337"
"1879","ZNF334"
"1880","FAM168B"
"1881","ZNF333"
"1882","ZNF330"
"1883","FAM168A"
"1884","TEX14"
"1885","TEX10"
"1886","RACGAP1P"
"1887","THYN1"
"1888","NTF3"
"1889","NTF4"
"1890","UGDH"
"1891","NCAPH2"
"1892","SLCO1A2"
"1893","TSEN54"
"1894","MFSD11"
"1895","CYP24A1"
"1896","ZNF33A"
"1897","TTC23"
"1898","SNRNP48"
"1899","MAD2L2"
"1900","MAD2L1"
"1901","LRP2BP"
"1902","GALNS"
"1903","ENO2"
"1904","DYNLL1"
"1905","GPS1"
"1906","GPS2"
"1907","GLO1"
"1908","CCDC28B"
"1909","NPY1R"
"1910","TTC14"
"1911","TTC17"
"1912","CCDC28A"
"1913","TTC13"
"1914","TTC12"
"1915","TTC19"
"1916","SLC31A1"
"1917","ZFP92"
"1918","ZFP90"
"1919","ZFP91"
"1920","RICTOR"
"1921","EGR2"
"1922","EGR3"
"1923","EGR1"
"1924","EGR4"
"1925","DALRD3"
"1926","INF2"
"1927","PCDHA10"
"1928","PCDHA13"
"1929","PROK1"
"1930","FSTL4"
"1931","PTDSS1"
"1932","PTDSS2"
"1933","EPHA4"
"1934","MLIP"
"1935","SNORD1C"
"1936","CHCHD10"
"1937","CNTD1"
"1938","HPDL"
"1939","GTF2A1L"
"1940","OBSL1"
"1941","FBXO45"
"1942","FBXO44"
"1943","FBXO41"
"1944","FBXO42"
"1945","FBXO48"
"1946","SFRP2"
"1947","SFRP1"
"1948","SFRP4"
"1949","SFRP5"
"1950","ATAD5"
"1951","COL1A2"
"1952","COL1A1"
"1953","KIAA1210"
"1954","KIAA1211"
"1955","DPY19L2"
"1956","CEMIP"
"1957","CDC37L1"
"1958","C22orf29"
"1959","FLJ23867"
"1960","AADAT"
"1961","C19orf35"
"1962","C19orf33"
"1963","EPCAM"
"1964","C19orf38"
"1965","COL6A1"
"1966","COL6A3"
"1967","COL6A2"
"1968","COL6A6"
"1969","KLK12"
"1970","KLK13"
"1971","KLK10"
"1972","PLLP"
"1973","TMA16"
"1974","PCM1"
"1975","LRRK1"
"1976","LRRK2"
"1977","TGFB1I1"
"1978","PRELID3A"
"1979","MRPL10"
"1980","MRPL11"
"1981","MRPL12"
"1982","MRPL13"
"1983","MRPL15"
"1984","MRPL17"
"1985","MRPL18"
"1986","MRPL19"
"1987","PLA1A"
"1988","SNCG"
"1989","RNF128"
"1990","RNF125"
"1991","RNF123"
"1992","RNF122"
"1993","RNF121"
"1994","SACS"
"1995","GPN3"
"1996","NBN"
"1997","GPN1"
"1998","NFKB1"
"1999","NFKB2"
"2000","DNPEP"
"2001","RAB40AL"
"2002","SIAH1"
"2003","SIAH2"
"2004","SIAH3"
"2005","DDX27"
"2006","PHLPP1"
"2007","EMILIN3"
"2008","EMILIN2"
"2009","EMILIN1"
"2010","DDX12P"
"2011","TWSG1"
"2012","P2RX1"
"2013","P2RX2"
"2014","P2RX5"
"2015","P2RX4"
"2016","P2RX6"
"2017","RMDN2"
"2018","RMDN3"
"2019","RMDN1"
"2020","DENND1C"
"2021","DENND1B"
"2022","DENND1A"
"2023","DIS3"
"2024","BAP1"
"2025","SHARPIN"
"2026","ZCCHC12"
"2027","ZCCHC11"
"2028","ZCCHC17"
"2029","ZCCHC14"
"2030","FBXO18"
"2031","CDRT4"
"2032","FKBP10"
"2033","SLC45A4"
"2034","SLC45A1"
"2035","PTGR1"
"2036","PTGR2"
"2037","SLC45A2"
"2038","MTUS1"
"2039","MTUS2"
"2040","IFRD1"
"2041","IFRD2"
"2042","ALS2CL"
"2043","INTS4P2"
"2044","IMPAD1"
"2045","FZD10"
"2046","ADARB1"
"2047","CHKA"
"2048","CHKB"
"2049","BMS1"
"2050","MRI1"
"2051","MAPK1IP1L"
"2052","DST"
"2053","DSP"
"2054","THBD"
"2055","DSE"
"2056","PDAP1"
"2057","BCLAF1"
"2058","SLC22A23"
"2059","SLC22A20"
"2060","ZNF83"
"2061","ZNF81"
"2062","ZNF80"
"2063","FAM57A"
"2064","PFN1"
"2065","CAPZA2"
"2066","CAPZA1"
"2067","SCARF2"
"2068","SCARF1"
"2069","TRPC4AP"
"2070","C10orf88"
"2071","C10orf82"
"2072","GRIN3A"
"2073","DOCK3"
"2074","CPVL"
"2075","HIST3H2A"
"2076","RGCC"
"2077","LIN7A"
"2078","LIN7C"
"2079","IMMP2L"
"2080","FADD"
"2081","NFATC1"
"2082","NFATC2"
"2083","NFATC3"
"2084","TNFAIP8L3"
"2085","TNFAIP8L2"
"2086","TNFAIP8L1"
"2087","TAS2R20"
"2088","AP2B1"
"2089","GFER"
"2090","CYP26B1"
"2091","PPP1R14D"
"2092","PPP1R14B"
"2093","PPP1R14C"
"2094","PPP1R14A"
"2095","SSC5D"
"2096","FKBP1A"
"2097","SRRT"
"2098","PCDH10"
"2099","PCDH17"
"2100","ALKBH8"
"2101","VPS53"
"2102","PCDH18"
"2103","PCDH19"
"2104","ALKBH2"
"2105","ALKBH3"
"2106","VPS54"
"2107","KISS1"
"2108","THAP1"
"2109","TMED7-TICAM2"
"2110","THAP3"
"2111","COL17A1"
"2112","LIME1"
"2113","FAM219B"
"2114","FAM219A"
"2115","DHH"
"2116","SYBU"
"2117","NRIP1"
"2118","NRIP3"
"2119","VTI1A"
"2120","VTI1B"
"2121","CDKN2AIP"
"2122","CHSY3"
"2123","CHSY1"
"2124","OCIAD2"
"2125","OCIAD1"
"2126","AHCTF1"
"2127","SH3GLB1"
"2128","SH3GLB2"
"2129","CHERP"
"2130","TRMO"
"2131","CHI3L2"
"2132","HELQ"
"2133","CHI3L1"
"2134","CLSPN"
"2135","HELZ"
"2136","TEX19"
"2137","HELB"
"2138","RBAK"
"2139","TEKT3"
"2140","TEKT2"
"2141","TEKT4"
"2142","CLUH"
"2143","HMCES"
"2144","FOS"
"2145","KIAA0754"
"2146","KIAA0753"
"2147","SAFB2"
"2148","SEC14L2"
"2149","SEC14L1"
"2150","SEC14L5"
"2151","SEC14L4"
"2152","UPF1"
"2153","UPF2"
"2154","SNED1"
"2155","IL1B"
"2156","KRT6B"
"2157","KRT6A"
"2158","COMP"
"2159","ZNF154"
"2160","IL18"
"2161","IL19"
"2162","IL10"
"2163","IL11"
"2164","IL15"
"2165","IL16"
"2166","EFHD2"
"2167","EFHD1"
"2168","PINX1"
"2169","AEBP1"
"2170","LTA4H"
"2171","ZDHHC20"
"2172","ZDHHC22"
"2173","ZDHHC24"
"2174","ISL1"
"2175","ISL2"
"2176","MROH8"
"2177","KIFAP3"
"2178","MS4A7"
"2179","MROH7"
"2180","MROH6"
"2181","MS4A1"
"2182","ZNF141"
"2183","ZNF143"
"2184","ZNF142"
"2185","ZNF146"
"2186","ZNF148"
"2187","DSC2"
"2188","DDX31"
"2189","DSC1"
"2190","MAGOH"
"2191","SOD2"
"2192","SOD3"
"2193","VWA8"
"2194","SOD1"
"2195","VWA7"
"2196","VWA2"
"2197","RANGAP1"
"2198","VWA1"
"2199","KCNN4"
"2200","KCNN2"
"2201","KCNN1"
"2202","ISLR"
"2203","PKIG"
"2204","PKIA"
"2205","PKIB"
"2206","NIT2"
"2207","NIT1"
"2208","HCFC1R1"
"2209","INO80"
"2210","KANSL1L"
"2211","CYHR1"
"2212","TCEANC2"
"2213","CR1L"
"2214","SORCS1"
"2215","SORCS2"
"2216","SORCS3"
"2217","CARS2"
"2218","GPKOW"
"2219","NANOG"
"2220","RRH"
"2221","MAPK3"
"2222","MAPK1"
"2223","BCO1"
"2224","BCO2"
"2225","MAPK8"
"2226","LYL1"
"2227","BCOR"
"2228","VWA3B"
"2229","THNSL2"
"2230","THNSL1"
"2231","VWA3A"
"2232","CCL13"
"2233","CCL14"
"2234","GPBP1L1"
"2235","STAT5B"
"2236","PLEKHN1"
"2237","SERPINA1"
"2238","SERPINA4"
"2239","SERPINA6"
"2240","ZC3HC1"
"2241","CREB3L1"
"2242","SYNPO"
"2243","CTC1"
"2244","ANP32E"
"2245","ANP32B"
"2246","ANP32A"
"2247","SPATA46"
"2248","HPSE2"
"2249","TAT"
"2250","SLC43A3"
"2251","ALMS1"
"2252","ATRNL1"
"2253","PRIM1"
"2254","SLC43A1"
"2255","PRIM2"
"2256","ALOXE3"
"2257","MUC16"
"2258","MUC15"
"2259","MUC13"
"2260","MUC12"
"2261","PPP1R9B"
"2262","ERBB2"
"2263","SYAP1"
"2264","CTCF"
"2265","RASGRP2"
"2266","RASGRP3"
"2267","RASGRP1"
"2268","LRRN3"
"2269","WNT6"
"2270","HSCB"
"2271","LIPG"
"2272","HCK"
"2273","C7orf25"
"2274","C7orf26"
"2275","ZNF426"
"2276","ZNF425"
"2277","ZNF428"
"2278","ZNF429"
"2279","CCDC189"
"2280","AP1AR"
"2281","NEDD8"
"2282","NEDD9"
"2283","P2RY14"
"2284","NEDD4"
"2285","P2RY11"
"2286","P2RY12"
"2287","SFR1"
"2288","LMOD1"
"2289","LMOD3"
"2290","BTD"
"2291","DAB2"
"2292","DAB1"
"2293","RAB5A"
"2294","RAB28"
"2295","RAB5B"
"2296","WNT7B"
"2297","OSCAR"
"2298","CSRNP2"
"2299","CSRNP3"
"2300","BUB1"
"2301","BUB3"
"2302","NUPR1"
"2303","ADSSL1"
"2304","NASP"
"2305","TMEM133"
"2306","TMEM130"
"2307","TMEM131"
"2308","TMEM134"
"2309","TMEM135"
"2310","TMEM138"
"2311","TMEM139"
"2312","SLC35C1"
"2313","XK"
"2314","GNRHR2"
"2315","C11orf88"
"2316","C11orf80"
"2317","MUCL1"
"2318","CRHR1"
"2319","ANKFN1"
"2320","SCGB1D2"
"2321","TCP10L"
"2322","KRI1"
"2323","TECPR1"
"2324","TECPR2"
"2325","COQ5"
"2326","C1R"
"2327","FCHO2"
"2328","MRFAP1L1"
"2329","AUP1"
"2330","PNPO"
"2331","APBB1IP"
"2332","C16orf89"
"2333","LIMCH1"
"2334","CLDND1"
"2335","C16orf87"
"2336","C16orf86"
"2337","GEM"
"2338","RIC8B"
"2339","RIC8A"
"2340","BAHCC1"
"2341","PCDHGA8"
"2342","PCDHGA9"
"2343","PCDHGA2"
"2344","PCDHGA3"
"2345","PCDHGA1"
"2346","PCDHGA6"
"2347","PCDHGA7"
"2348","PCDHGA4"
"2349","PCDHGA5"
"2350","PHF8"
"2351","WWC2"
"2352","PHF6"
"2353","PHF7"
"2354","PHF3"
"2355","PHF1"
"2356","C2CD4A"
"2357","C2CD4B"
"2358","C2CD4C"
"2359","C2CD4D"
"2360","RPS26"
"2361","RPS27"
"2362","RPS24"
"2363","RPS25"
"2364","RPS23"
"2365","RPS20"
"2366","RPS21"
"2367","RPS28"
"2368","RPS29"
"2369","ATRX"
"2370","CHMP1A"
"2371","PREB"
"2372","GOLGA6L5P"
"2373","MIEN1"
"2374","NBAS"
"2375","NIF3L1"
"2376","TMBIM4"
"2377","TMBIM1"
"2378","DRD4"
"2379","DRD2"
"2380","DRD1"
"2381","MGMT"
"2382","GLG1"
"2383","TTC9C"
"2384","NOSIP"
"2385","ST7-AS1"
"2386","ENTPD7"
"2387","ENTPD5"
"2388","ENTPD4"
"2389","ENTPD3"
"2390","ENTPD2"
"2391","ENTPD1"
"2392","SNAPC3"
"2393","SNAPC2"
"2394","SNAPC1"
"2395","SNAPC5"
"2396","SNAPC4"
"2397","HESX1"
"2398","ZFP14"
"2399","PROCR"
"2400","ODF2"
"2401","ALOX12"
"2402","KIF3B"
"2403","KIF3C"
"2404","KIF3A"
"2405","TMEFF1"
"2406","STAMBP"
"2407","FAM209B"
"2408","TBXA2R"
"2409","SEL1L"
"2410","CGB7"
"2411","PDSS2"
"2412","KIAA2013"
"2413","CNTLN"
"2414","EMP2"
"2415","EMP1"
"2416","CCDC25"
"2417","VHL"
"2418","FIBIN"
"2419","CDKN3"
"2420","LRRC66"
"2421","UBE2G2"
"2422","UBE2G1"
"2423","KCTD20"
"2424","KCTD21"
"2425","CYP20A1"
"2426","RANBP3L"
"2427","HEPHL1"
"2428","LOC729603"
"2429","SGPL1"
"2430","APBB1"
"2431","APBB2"
"2432","APBB3"
"2433","UNKL"
"2434","WDR6"
"2435","WDR5"
"2436","WDR4"
"2437","WDR3"
"2438","WDR1"
"2439","DIAPH3"
"2440","COX6A1"
"2441","POU2AF1"
"2442","XRRA1"
"2443","NDNF"
"2444","MAGEE2"
"2445","MAGEE1"
"2446","XIST"
"2447","FAM118A"
"2448","SNX31"
"2449","SNX33"
"2450","IRGQ"
"2451","CHRAC1"
"2452","GABRR2"
"2453","TRIM59"
"2454","TRIM58"
"2455","TRIM55"
"2456","TRIM56"
"2457","RNASET2"
"2458","TRIM50"
"2459","TRIM52"
"2460","CCNDBP1"
"2461","ZNF213"
"2462","NUS1"
"2463","PLEKHA1"
"2464","GSTZ1"
"2465","ATP6V1E2"
"2466","KRTCAP2"
"2467","KRTCAP3"
"2468","RPL23"
"2469","HOXD9"
"2470","MAB21L1"
"2471","MYOF"
"2472","HMGCL"
"2473","C1orf228"
"2474","HSD17B2"
"2475","HSD17B3"
"2476","HSD17B4"
"2477","ALDH3B2"
"2478","ALDH3B1"
"2479","PARD3"
"2480","PSKH1"
"2481","IL1RL1"
"2482","IL1RL2"
"2483","PEBP1"
"2484","PEBP4"
"2485","CEP192"
"2486","UTP14A"
"2487","TNFRSF21"
"2488","UTP14C"
"2489","TNFRSF25"
"2490","PROSER1"
"2491","PROSER2"
"2492","PROSER3"
"2493","HTATIP2"
"2494","SLX4IP"
"2495","RNMT"
"2496","HUS1B"
"2497","SLC29A4"
"2498","SLC29A3"
"2499","SLC29A1"
"2500","RSC1A1"
"2501","C6orf203"
"2502","MRAP"
"2503","SARM1"
"2504","RFC5"
"2505","RFC1"
"2506","ZFHX3"
"2507","CBX8"
"2508","CBX7"
"2509","CBX6"
"2510","CBX4"
"2511","CBX3"
"2512","CBX2"
"2513","CBX1"
"2514","CLASRP"
"2515","CKS2"
"2516","ACADSB"
"2517","SHOC2"
"2518","HKR1"
"2519","GNAS"
"2520","ERCC8"
"2521","ERCC1"
"2522","ERCC2"
"2523","ERCC3"
"2524","ERCC4"
"2525","ERCC5"
"2526","ERCC6"
"2527","MRPS17"
"2528","MRPS16"
"2529","MRPS15"
"2530","CD247"
"2531","MRPS12"
"2532","MRPS11"
"2533","MRPS10"
"2534","CD248"
"2535","TDRD10"
"2536","PFKP"
"2537","PFKM"
"2538","PFKL"
"2539","PRIMPOL"
"2540","SNURF"
"2541","WARS"
"2542","THOP1"
"2543","CLEC4G"
"2544","CLEC4E"
"2545","CLEC4D"
"2546","CLEC4A"
"2547","SSR1"
"2548","SSR2"
"2549","SSR3"
"2550","SSR4"
"2551","CTTNBP2NL"
"2552","CASP8AP2"
"2553","APOC2"
"2554","USB1"
"2555","ZFPM2"
"2556","POU6F1"
"2557","KLHDC10"
"2558","ZFPM1"
"2559","SLC3A2"
"2560","UBE2O"
"2561","PGK1"
"2562","BECN1"
"2563","RPP25L"
"2564","DEUP1"
"2565","FAAP100"
"2566","OXA1L"
"2567","SCRN3"
"2568","C6orf52"
"2569","DOCK10"
"2570","DOCK11"
"2571","LPAL2"
"2572","DPM2"
"2573","DPM1"
"2574","RABGEF1"
"2575","TBC1D9B"
"2576","ALOX12B"
"2577","CDH11"
"2578","CDH13"
"2579","CDH12"
"2580","CDH15"
"2581","CREG1"
"2582","CDH19"
"2583","NIPBL"
"2584","MBP"
"2585","RBCK1"
"2586","RAB11B"
"2587","TAF7L"
"2588","HRASLS"
"2589","CKAP2"
"2590","CKAP4"
"2591","CKAP5"
"2592","BCL2L1"
"2593","BCL2L2"
"2594","ATP23"
"2595","ITSN1"
"2596","ITSN2"
"2597","PRAF2"
"2598","NEGR1"
"2599","TDP1"
"2600","TDP2"
"2601","LOC401127"
"2602","MEFV"
"2603","AFAP1L2"
"2604","PCMT1"
"2605","SLAIN2"
"2606","SLAIN1"
"2607","FLVCR1-AS1"
"2608","CPA3"
"2609","CPA1"
"2610","CPA6"
"2611","CPA4"
"2612","CPA5"
"2613","OSM"
"2614","OS9"
"2615","SH2D4A"
"2616","SH2D4B"
"2617","NPHS1"
"2618","LEPROTL1"
"2619","ARG2"
"2620","TMEM50B"
"2621","TMEM50A"
"2622","GON4L"
"2623","ABL2"
"2624","TMED6"
"2625","TMED2"
"2626","TMED1"
"2627","TMEM201"
"2628","SHANK3"
"2629","BAIAP2L1"
"2630","HNRNPU"
"2631","TMED8"
"2632","FASN"
"2633","HNRNPC"
"2634","HNRNPD"
"2635","HNRNPF"
"2636","TMEM209"
"2637","PIMREG"
